Date,Reservoirs,Watershed,Storage (BG),Capacity (BG),Outflow (BGD),Outflow (MGD),
08/16/2019,Schoharie,Catskill/Delaware,14.1,91.2,0.152,152.0,
08/17/2019,Schoharie,Catskill/Delaware,14.04,91.2,0.1528,152.8,
08/18/2019,Schoharie,Catskill/Delaware,13.98,91.2,0.1438,143.8,
08/19/2019,Schoharie,Catskill/Delaware,13.89,91.2,0.1433,143.3,
08/20/2019,Schoharie,Catskill/Delaware,13.79,91.2,0.1498,149.8,
08/21/2019,Schoharie,Catskill/Delaware,13.69,91.2,0.1471,147.1,
08/22/2019,Schoharie,Catskill/Delaware,13.63,91.2,0.1423,142.3,
08/23/2019,Schoharie,Catskill/Delaware,13.53,91.2,0.1422,142.2,
08/24/2019,Schoharie,Catskill/Delaware,13.43,91.2,0.1449,144.9,
08/25/2019,Schoharie,Catskill/Delaware,13.3,91.2,0.1451,145.1,
08/26/2019,Schoharie,Catskill/Delaware,13.2,91.2,0.1273,127.3,
08/27/2019,Schoharie,Catskill/Delaware,13.09,91.2,0.1471,147.1,
08/28/2019,Schoharie,Catskill/Delaware,12.97,91.2,0.1462,146.2,
08/29/2019,Schoharie,Catskill/Delaware,12.84,91.2,0.15,150.0,
08/30/2019,Schoharie,Catskill/Delaware,12.69,91.2,0.1668,166.8,
08/31/2019,Schoharie,Catskill/Delaware,12.47,91.2,0.2239,223.9,
09/01/2019,Schoharie,Catskill/Delaware,12.27,91.2,0.2275,227.5,
09/02/2019,Schoharie,Catskill/Delaware,12.14,91.2,0.1848,184.8,
09/03/2019,Schoharie,Catskill/Delaware,12.02,91.2,0.1499,149.9,
09/04/2019,Schoharie,Catskill/Delaware,11.91,91.2,0.1508,150.8,
09/05/2019,Schoharie,Catskill/Delaware,11.78,91.2,0.15,150.0,
09/06/2019,Schoharie,Catskill/Delaware,11.65,91.2,0.1512,151.2,
09/07/2019,Schoharie,Catskill/Delaware,11.52,91.2,0.1514,151.4,
09/08/2019,Schoharie,Catskill/Delaware,11.38,91.2,0.1503,150.3,
09/09/2019,Schoharie,Catskill/Delaware,11.24,91.2,0.1588,158.8,
09/10/2019,Schoharie,Catskill/Delaware,11.12,91.2,0.1562,156.2,
09/11/2019,Schoharie,Catskill/Delaware,10.98,91.2,0.1557,155.7,
09/12/2019,Schoharie,Catskill/Delaware,10.87,91.2,0.154,154.0,
09/13/2019,Schoharie,Catskill/Delaware,10.76,91.2,0.1527,152.7,
09/14/2019,Schoharie,Catskill/Delaware,10.64,91.2,0.1517,151.7,
09/15/2019,Schoharie,Catskill/Delaware,10.51,91.2,0.1526,152.6,
09/16/2019,Schoharie,Catskill/Delaware,10.35,91.2,0.1532,153.2,
09/17/2019,Schoharie,Catskill/Delaware,10.21,91.2,0.156,156.0,
09/18/2019,Schoharie,Catskill/Delaware,10.08,91.2,0.1553,155.3,
09/19/2019,Schoharie,Catskill/Delaware,9.93,91.2,0.1556,155.6,
09/20/2019,Schoharie,Catskill/Delaware,9.82,91.2,0.1541,154.1,
09/21/2019,Schoharie,Catskill/Delaware,9.68,91.2,0.1558,155.8,
09/22/2019,Schoharie,Catskill/Delaware,9.54,91.2,0.1598,159.8,
09/23/2019,Schoharie,Catskill/Delaware,9.38,91.2,0.1573,157.3,
09/24/2019,Schoharie,Catskill/Delaware,9.22,91.2,0.1541,154.1,
09/25/2019,Schoharie,Catskill/Delaware,9.08,91.2,0.1523,152.3,
09/26/2019,Schoharie,Catskill/Delaware,8.94,91.2,0.1515,151.5,
09/27/2019,Schoharie,Catskill/Delaware,8.82,91.2,0.1536,153.6,
09/28/2019,Schoharie,Catskill/Delaware,8.68,91.2,0.154,154.0,
09/29/2019,Schoharie,Catskill/Delaware,8.54,91.2,0.1536,153.6,
09/30/2019,Schoharie,Catskill/Delaware,8.4,91.2,0.1537,153.7,
10/01/2019,Schoharie,Catskill/Delaware,8.25,91.2,0.1516,151.6,
10/02/2019,Schoharie,Catskill/Delaware,8.12,91.2,0.1525,152.5,
10/03/2019,Schoharie,Catskill/Delaware,8,91.2,0.1516,151.6,
10/04/2019,Schoharie,Catskill/Delaware,7.85,91.2,0.1635,163.5,
10/05/2019,Schoharie,Catskill/Delaware,7.67,91.2,0.2073,207.3,
10/06/2019,Schoharie,Catskill/Delaware,7.54,91.2,0.1721,172.1,
10/07/2019,Schoharie,Catskill/Delaware,7.46,91.2,0.1486,148.6,
10/08/2019,Schoharie,Catskill/Delaware,7.43,91.2,0.1515,151.5,
10/09/2019,Schoharie,Catskill/Delaware,7.35,91.2,0.1521,152.1,
10/10/2019,Schoharie,Catskill/Delaware,7.25,91.2,0.151,151.0,
10/11/2019,Schoharie,Catskill/Delaware,7.15,91.2,0.1313,131.3,
10/12/2019,Schoharie,Catskill/Delaware,7.04,91.2,0.1506,150.6,
10/13/2019,Schoharie,Catskill/Delaware,6.92,91.2,0.1519,151.9,
10/14/2019,Schoharie,Catskill/Delaware,6.81,91.2,0.1517,151.7,
10/15/2019,Schoharie,Catskill/Delaware,6.67,91.2,0.153,153.0,
10/16/2019,Schoharie,Catskill/Delaware,7.27,91.2,0.1421,142.1,
10/17/2019,Schoharie,Catskill/Delaware,8.98,91.2,0.0068,6.8,
10/18/2019,Schoharie,Catskill/Delaware,9.66,91.2,0.0311,31.1,
10/19/2019,Schoharie,Catskill/Delaware,10,91.2,0.0652,65.2,
10/20/2019,Schoharie,Catskill/Delaware,10.23,91.2,0.0863,86.3,
10/21/2019,Schoharie,Catskill/Delaware,10.4,91.2,0.0977,97.7,
10/22/2019,Schoharie,Catskill/Delaware,10.54,91.2,0.1051,105.1,
10/23/2019,Schoharie,Catskill/Delaware,10.87,91.2,0.095,95.0,
10/24/2019,Schoharie,Catskill/Delaware,11.09,91.2,0.0957,95.7,
10/25/2019,Schoharie,Catskill/Delaware,11.23,91.2,0.0966,96.6,
10/26/2019,Schoharie,Catskill/Delaware,11.34,91.2,0.0952,95.2,
10/27/2019,Schoharie,Catskill/Delaware,11.82,91.2,0.0709,70.9,
10/28/2019,Schoharie,Catskill/Delaware,12.36,91.2,0.0104,10.4,
10/29/2019,Schoharie,Catskill/Delaware,12.75,91.2,0.0062,6.2,
10/30/2019,Schoharie,Catskill/Delaware,13.06,91.2,0.0027,2.7,
10/31/2019,Schoharie,Catskill/Delaware,13.35,91.2,0.0523,52.3,
11/01/2019,Schoharie,Catskill/Delaware,16.97,91.2,0.062,62.0,
11/02/2019,Schoharie,Catskill/Delaware,17.12,91.2,0.0041,4.1,
11/03/2019,Schoharie,Catskill/Delaware,17.04,91.2,0.004,4.0,
11/04/2019,Schoharie,Catskill/Delaware,16.99,91.2,0.0018,1.8,
11/05/2019,Schoharie,Catskill/Delaware,16.95,91.2,0.0036,3.6,
11/06/2019,Schoharie,Catskill/Delaware,16.8,91.2,0.0024,2.4,
11/07/2019,Schoharie,Catskill/Delaware,16.91,91.2,0.0009,0.9,
11/08/2019,Schoharie,Catskill/Delaware,16.87,91.2,0.0023,2.3,
11/09/2019,Schoharie,Catskill/Delaware,16.85,91.2,0.0028,2.8,
11/10/2019,Schoharie,Catskill/Delaware,16.84,91.2,0.0018,1.8,
11/11/2019,Schoharie,Catskill/Delaware,16.83,91.2,0,0.0,
11/12/2019,Schoharie,Catskill/Delaware,16.8,91.2,0.0021,2.1,
11/13/2019,Schoharie,Catskill/Delaware,16.76,91.2,0.0009,0.9,
11/14/2019,Schoharie,Catskill/Delaware,16.81,91.2,0.0028,2.8,
11/15/2019,Schoharie,Catskill/Delaware,16.76,91.2,0.0027,2.7,
11/16/2019,Schoharie,Catskill/Delaware,16.64,91.2,0.0007,0.7,
11/17/2019,Schoharie,Catskill/Delaware,16.64,91.2,0.0033,3.3,
11/18/2019,Schoharie,Catskill/Delaware,16.8,91.2,0.0032,3.2,
11/19/2019,Schoharie,Catskill/Delaware,16.96,91.2,0,0.0,
11/20/2019,Schoharie,Catskill/Delaware,16.93,91.2,0.0016,1.6,
11/21/2019,Schoharie,Catskill/Delaware,16.9,91.2,0.0031,3.1,
11/22/2019,Schoharie,Catskill/Delaware,16.92,91.2,0.003,3.0,
11/23/2019,Schoharie,Catskill/Delaware,16.93,91.2,0.0008,0.8,
11/24/2019,Schoharie,Catskill/Delaware,17.15,91.2,0.001,1.0,
11/25/2019,Schoharie,Catskill/Delaware,17.14,91.2,0.0036,3.6,
11/26/2019,Schoharie,Catskill/Delaware,17.13,91.2,0.0015,1.5,
11/27/2019,Schoharie,Catskill/Delaware,17.21,91.2,0,0.0,
11/28/2019,Schoharie,Catskill/Delaware,17.18,91.2,0.0002,0.2,
11/29/2019,Schoharie,Catskill/Delaware,17.1,91.2,0.0047,4.7,
11/30/2019,Schoharie,Catskill/Delaware,17.03,91.2,0.0024,2.4,
12/01/2019,Schoharie,Catskill/Delaware,17.02,91.2,0.0024,2.4,
12/02/2019,Schoharie,Catskill/Delaware,17.03,91.2,0.0013,1.3,
12/03/2019,Schoharie,Catskill/Delaware,17.01,91.2,0,0.0,
12/04/2019,Schoharie,Catskill/Delaware,16.96,91.2,0.0139,13.9,
12/05/2019,Schoharie,Catskill/Delaware,16.93,91.2,0,0.0,
12/06/2019,Schoharie,Catskill/Delaware,16.91,91.2,0.004,4.0,
12/07/2019,Schoharie,Catskill/Delaware,16.86,91.2,0.0034,3.4,
12/08/2019,Schoharie,Catskill/Delaware,16.87,91.2,0.0008,0.8,
12/09/2019,Schoharie,Catskill/Delaware,17.41,91.2,0.0033,3.3,
12/10/2019,Schoharie,Catskill/Delaware,17.78,91.2,0.0137,13.7,
12/11/2019,Schoharie,Catskill/Delaware,17.38,91.2,0.0065,6.5,
12/12/2019,Schoharie,Catskill/Delaware,17.17,91.2,0.0051,5.1,
12/13/2019,Schoharie,Catskill/Delaware,17.18,91.2,0.0021,2.1,
12/14/2019,Schoharie,Catskill/Delaware,17.7,91.2,0.0069,6.9,
12/15/2019,Schoharie,Catskill/Delaware,17.36,91.2,0.0037,3.7,
12/16/2019,Schoharie,Catskill/Delaware,17.21,91.2,0.0028,2.8,
12/17/2019,Schoharie,Catskill/Delaware,17.13,91.2,0.0066,6.6,
12/18/2019,Schoharie,Catskill/Delaware,17.03,91.2,0.0029,2.9,
12/19/2019,Schoharie,Catskill/Delaware,16.92,91.2,0.0107,10.7,
12/20/2019,Schoharie,Catskill/Delaware,16.9,91.2,0.003,3.0,
12/21/2019,Schoharie,Catskill/Delaware,16.91,91.2,0.0009,0.9,
12/22/2019,Schoharie,Catskill/Delaware,16.91,91.2,0.0031,3.1,
12/23/2019,Schoharie,Catskill/Delaware,16.96,91.2,0.0224,22.4,
12/24/2019,Schoharie,Catskill/Delaware,16.93,91.2,0.0025,2.5,
12/25/2019,Schoharie,Catskill/Delaware,16.91,91.2,0.0013,1.3,
12/26/2019,Schoharie,Catskill/Delaware,16.87,91.2,0.0005,0.5,
12/27/2019,Schoharie,Catskill/Delaware,16.92,91.2,0.0024,2.4,
12/28/2019,Schoharie,Catskill/Delaware,16.92,91.2,0.0024,2.4,
12/29/2019,Schoharie,Catskill/Delaware,16.98,91.2,0.0012,1.2,
12/30/2019,Schoharie,Catskill/Delaware,17.11,91.2,0.0017,1.7,
12/31/2019,Schoharie,Catskill/Delaware,17.06,91.2,0.002,2.0,
01/01/2020,Schoharie,Catskill/Delaware,16.96,91.2,0.0014,1.4,
01/02/2020,Schoharie,Catskill/Delaware,16.96,91.2,0,0.0,
01/03/2020,Schoharie,Catskill/Delaware,16.96,91.2,0.0012,1.2,
01/04/2020,Schoharie,Catskill/Delaware,17.03,91.2,0.0015,1.5,
01/05/2020,Schoharie,Catskill/Delaware,16.99,91.2,0.0015,1.5,
01/06/2020,Schoharie,Catskill/Delaware,16.97,91.2,0.0031,3.1,
01/07/2020,Schoharie,Catskill/Delaware,16.93,91.2,0.0015,1.5,
01/08/2020,Schoharie,Catskill/Delaware,16.89,91.2,0.0032,3.2,
01/09/2020,Schoharie,Catskill/Delaware,16.87,91.2,0.0024,2.4,
01/10/2020,Schoharie,Catskill/Delaware,16.91,91.2,0.0008,0.8,
01/11/2020,Schoharie,Catskill/Delaware,17,91.2,0.0017,1.7,
01/12/2020,Schoharie,Catskill/Delaware,17.18,91.2,0.0042,4.2,
01/13/2020,Schoharie,Catskill/Delaware,17.09,91.2,0.0023,2.3,
01/14/2020,Schoharie,Catskill/Delaware,17.02,91.2,0.0038,3.8,
01/15/2020,Schoharie,Catskill/Delaware,16.97,91.2,0.0006,0.6,
01/16/2020,Schoharie,Catskill/Delaware,16.98,91.2,0.0017,1.7,
01/17/2020,Schoharie,Catskill/Delaware,16.88,91.2,0.0379,37.9,
01/18/2020,Schoharie,Catskill/Delaware,16.91,91.2,0.0009,0.9,
01/19/2020,Schoharie,Catskill/Delaware,16.91,91.2,0.0027,2.7,
01/20/2020,Schoharie,Catskill/Delaware,16.86,91.2,0,0.0,
01/21/2020,Schoharie,Catskill/Delaware,16.81,91.2,0.0027,2.7,
01/22/2020,Schoharie,Catskill/Delaware,16.75,91.2,0.0665,66.5,
01/23/2020,Schoharie,Catskill/Delaware,16.74,91.2,0.1133,113.3,
01/24/2020,Schoharie,Catskill/Delaware,16.74,91.2,0.1116,111.6,
01/25/2020,Schoharie,Catskill/Delaware,16.99,91.2,0.1124,112.4,
01/26/2020,Schoharie,Catskill/Delaware,16.98,91.2,0.1143,114.3,
01/27/2020,Schoharie,Catskill/Delaware,16.92,91.2,0.0969,96.9,
01/28/2020,Schoharie,Catskill/Delaware,16.86,91.2,0.1118,111.8,
01/29/2020,Schoharie,Catskill/Delaware,16.78,91.2,0.1111,111.1,
01/30/2020,Schoharie,Catskill/Delaware,16.76,91.2,0.1117,111.7,
01/31/2020,Schoharie,Catskill/Delaware,16.78,91.2,0.11,110.0,
02/01/2020,Schoharie,Catskill/Delaware,16.79,91.2,0.0932,93.2,
02/02/2020,Schoharie,Catskill/Delaware,16.78,91.2,0.087,87.0,
02/03/2020,Schoharie,Catskill/Delaware,16.78,91.2,0.087,87.0,
02/04/2020,Schoharie,Catskill/Delaware,16.78,91.2,0.0882,88.2,
02/05/2020,Schoharie,Catskill/Delaware,16.79,91.2,0.09,90.0,
02/06/2020,Schoharie,Catskill/Delaware,16.81,91.2,0.0897,89.7,
02/07/2020,Schoharie,Catskill/Delaware,17.17,91.2,0.0334,33.4,
02/08/2020,Schoharie,Catskill/Delaware,17.02,91.2,0.0007,0.7,
02/09/2020,Schoharie,Catskill/Delaware,17,91.2,0.0038,3.8,
02/10/2020,Schoharie,Catskill/Delaware,17.03,91.2,0.0015,1.5,
02/11/2020,Schoharie,Catskill/Delaware,17.02,91.2,0.0007,0.7,
02/12/2020,Schoharie,Catskill/Delaware,17.01,91.2,0,0.0,
02/13/2020,Schoharie,Catskill/Delaware,17.02,91.2,0.0016,1.6,
02/14/2020,Schoharie,Catskill/Delaware,16.88,91.2,0.0016,1.6,
02/15/2020,Schoharie,Catskill/Delaware,16.88,91.2,0.0008,0.8,
02/16/2020,Schoharie,Catskill/Delaware,16.9,91.2,0.0025,2.5,
02/17/2020,Schoharie,Catskill/Delaware,16.88,91.2,0.0023,2.3,
02/18/2020,Schoharie,Catskill/Delaware,16.93,91.2,0,0.0,
02/19/2020,Schoharie,Catskill/Delaware,16.84,91.2,0.0692,69.2,
02/20/2020,Schoharie,Catskill/Delaware,16.75,91.2,0.1215,121.5,
02/21/2020,Schoharie,Catskill/Delaware,16.72,91.2,0.1232,123.2,
02/22/2020,Schoharie,Catskill/Delaware,16.72,91.2,0.122,122.0,
02/23/2020,Schoharie,Catskill/Delaware,16.74,91.2,0.1202,120.2,
02/24/2020,Schoharie,Catskill/Delaware,16.75,91.2,0.1234,123.4,
02/25/2020,Schoharie,Catskill/Delaware,16.78,91.2,0.124,124.0,
02/26/2020,Schoharie,Catskill/Delaware,16.88,91.2,0.122,122.0,
02/27/2020,Schoharie,Catskill/Delaware,17.09,91.2,0.1216,121.6,
02/28/2020,Schoharie,Catskill/Delaware,16.96,91.2,0.1218,121.8,
02/29/2020,Schoharie,Catskill/Delaware,16.85,91.2,0.1206,120.6,
03/01/2020,Schoharie,Catskill/Delaware,16.84,91.2,0.1226,122.6,
03/02/2020,Schoharie,Catskill/Delaware,16.88,91.2,0.1205,120.5,
03/03/2020,Schoharie,Catskill/Delaware,16.96,91.2,0.1217,121.7,
03/04/2020,Schoharie,Catskill/Delaware,16.96,91.2,0.1219,121.9,
03/05/2020,Schoharie,Catskill/Delaware,16.91,91.2,0.1225,122.5,
03/06/2020,Schoharie,Catskill/Delaware,16.89,91.2,0.1226,122.6,
03/07/2020,Schoharie,Catskill/Delaware,16.86,91.2,0.1187,118.7,
03/08/2020,Schoharie,Catskill/Delaware,16.84,91.2,0.1226,122.6,
03/09/2020,Schoharie,Catskill/Delaware,16.85,91.2,0.123,123.0,
03/10/2020,Schoharie,Catskill/Delaware,16.85,91.2,0.1215,121.5,
03/11/2020,Schoharie,Catskill/Delaware,16.9,91.2,0.1226,122.6,
03/12/2020,Schoharie,Catskill/Delaware,16.89,91.2,0.122,122.0,
03/13/2020,Schoharie,Catskill/Delaware,17.02,91.2,0.1239,123.9,
03/14/2020,Schoharie,Catskill/Delaware,16.97,91.2,0.1245,124.5,
03/15/2020,Schoharie,Catskill/Delaware,16.92,91.2,0.1235,123.5,
03/16/2020,Schoharie,Catskill/Delaware,16.89,91.2,0.1231,123.1,
03/17/2020,Schoharie,Catskill/Delaware,17.12,91.2,0.127,127.0,
03/18/2020,Schoharie,Catskill/Delaware,17.33,91.2,0.1277,127.7,
03/19/2020,Schoharie,Catskill/Delaware,17.75,91.2,0.1278,127.8,
03/20/2020,Schoharie,Catskill/Delaware,18.19,91.2,0.1299,129.9,
03/21/2020,Schoharie,Catskill/Delaware,18.41,91.2,0.1293,129.3,
03/22/2020,Schoharie,Catskill/Delaware,18.4,91.2,0.1316,131.6,
03/23/2020,Schoharie,Catskill/Delaware,18.42,91.2,0.1327,132.7,
03/24/2020,Schoharie,Catskill/Delaware,18.4,91.2,0.1322,132.2,
03/25/2020,Schoharie,Catskill/Delaware,18.39,91.2,0.1318,131.8,
03/26/2020,Schoharie,Catskill/Delaware,18.42,91.2,0.1345,134.5,
03/27/2020,Schoharie,Catskill/Delaware,18.41,91.2,0.1049,104.9,
03/28/2020,Schoharie,Catskill/Delaware,18.45,91.2,0.1317,131.7,
03/29/2020,Schoharie,Catskill/Delaware,18.51,91.2,0.1345,134.5,
03/30/2020,Schoharie,Catskill/Delaware,18.52,91.2,0.1326,132.6,
03/31/2020,Schoharie,Catskill/Delaware,18.51,91.2,0.1338,133.8,
04/01/2020,Schoharie,Catskill/Delaware,18.48,91.2,0.1325,132.5,
04/02/2020,Schoharie,Catskill/Delaware,18.45,91.2,0.1313,131.3,
04/03/2020,Schoharie,Catskill/Delaware,18.52,91.2,0.0751,75.1,
04/04/2020,Schoharie,Catskill/Delaware,18.48,91.2,0.001,1.0,
04/05/2020,Schoharie,Catskill/Delaware,18.48,91.2,0.0035,3.5,
04/06/2020,Schoharie,Catskill/Delaware,18.47,91.2,0.0009,0.9,
04/07/2020,Schoharie,Catskill/Delaware,18.47,91.2,0.0009,0.9,
04/08/2020,Schoharie,Catskill/Delaware,18.47,91.2,0.0037,3.7,
04/09/2020,Schoharie,Catskill/Delaware,18.54,91.2,0.0028,2.8,
04/10/2020,Schoharie,Catskill/Delaware,18.49,91.2,0.0027,2.7,
04/11/2020,Schoharie,Catskill/Delaware,18.47,91.2,0.0018,1.8,
04/12/2020,Schoharie,Catskill/Delaware,18.5,91.2,0.0031,3.1,
04/13/2020,Schoharie,Catskill/Delaware,18.75,91.2,0.1167,116.7,
04/14/2020,Schoharie,Catskill/Delaware,18.57,91.2,0.0305,30.5,
04/15/2020,Schoharie,Catskill/Delaware,18.52,91.2,0.0082,8.2,
04/16/2020,Schoharie,Catskill/Delaware,18.51,91.2,0.0001,0.1,
04/17/2020,Schoharie,Catskill/Delaware,18.5,91.2,0.0013,1.3,
04/18/2020,Schoharie,Catskill/Delaware,18.5,91.2,0.0012,1.2,
04/19/2020,Schoharie,Catskill/Delaware,18.5,91.2,0.0013,1.3,
04/20/2020,Schoharie,Catskill/Delaware,18.48,91.2,0,0.0,
04/21/2020,Schoharie,Catskill/Delaware,18.46,91.2,0.0015,1.5,
04/22/2020,Schoharie,Catskill/Delaware,18.45,91.2,0.0012,1.2,
04/23/2020,Schoharie,Catskill/Delaware,18.45,91.2,0.0038,3.8,
04/24/2020,Schoharie,Catskill/Delaware,18.46,91.2,0,0.0,
04/25/2020,Schoharie,Catskill/Delaware,18.45,91.2,0.0008,0.8,
04/26/2020,Schoharie,Catskill/Delaware,18.53,91.2,0.0008,0.8,
04/27/2020,Schoharie,Catskill/Delaware,18.58,91.2,0.0009,0.9,
04/28/2020,Schoharie,Catskill/Delaware,18.61,91.2,0.0007,0.7,
04/29/2020,Schoharie,Catskill/Delaware,18.52,91.2,0.0038,3.8,
04/30/2020,Schoharie,Catskill/Delaware,19.03,91.2,0.0425,42.5,
05/01/2020,Schoharie,Catskill/Delaware,18.8,91.2,0.1083,108.3,
05/02/2020,Schoharie,Catskill/Delaware,18.65,91.2,0.0352,35.2,
05/03/2020,Schoharie,Catskill/Delaware,18.58,91.2,0.0104,10.4,
05/04/2020,Schoharie,Catskill/Delaware,18.55,91.2,0.0264,26.4,
05/05/2020,Schoharie,Catskill/Delaware,18.53,91.2,0.0028,2.8,
05/06/2020,Schoharie,Catskill/Delaware,18.52,91.2,0.0007,0.7,
05/07/2020,Schoharie,Catskill/Delaware,18.51,91.2,0.0022,2.2,
05/08/2020,Schoharie,Catskill/Delaware,18.49,91.2,0.0007,0.7,
05/09/2020,Schoharie,Catskill/Delaware,18.49,91.2,0.0031,3.1,
05/10/2020,Schoharie,Catskill/Delaware,18.48,91.2,0.0012,1.2,
05/11/2020,Schoharie,Catskill/Delaware,18.49,91.2,0.0028,2.8,
05/12/2020,Schoharie,Catskill/Delaware,18.47,91.2,0.004,4.0,
05/13/2020,Schoharie,Catskill/Delaware,18.47,91.2,0.0008,0.8,
05/14/2020,Schoharie,Catskill/Delaware,18.46,91.2,0.0025,2.5,
05/15/2020,Schoharie,Catskill/Delaware,18.5,91.2,0.0043,4.3,
05/16/2020,Schoharie,Catskill/Delaware,18.47,91.2,0.0008,0.8,
05/17/2020,Schoharie,Catskill/Delaware,18.47,91.2,0.0025,2.5,
05/18/2020,Schoharie,Catskill/Delaware,18.43,91.2,0.084,84.0,
05/19/2020,Schoharie,Catskill/Delaware,18.42,91.2,0.1255,125.5,
05/20/2020,Schoharie,Catskill/Delaware,18.4,91.2,0.1228,122.8,
05/21/2020,Schoharie,Catskill/Delaware,18.4,91.2,0.1251,125.1,
05/22/2020,Schoharie,Catskill/Delaware,18.4,91.2,0.1231,123.1,
05/23/2020,Schoharie,Catskill/Delaware,18.39,91.2,0.1248,124.8,
05/24/2020,Schoharie,Catskill/Delaware,18.37,91.2,0.1227,122.7,
05/25/2020,Schoharie,Catskill/Delaware,18.36,91.2,0.1223,122.3,
05/26/2020,Schoharie,Catskill/Delaware,18.34,91.2,0.123,123.0,
05/27/2020,Schoharie,Catskill/Delaware,18.32,91.2,0.124,124.0,
05/28/2020,Schoharie,Catskill/Delaware,18.3,91.2,0.127,127.0,
05/29/2020,Schoharie,Catskill/Delaware,18.34,91.2,0.1229,122.9,
05/30/2020,Schoharie,Catskill/Delaware,18.32,91.2,0.1256,125.6,
05/31/2020,Schoharie,Catskill/Delaware,18.3,91.2,0.1231,123.1,
06/01/2020,Schoharie,Catskill/Delaware,18.27,91.2,0.1278,127.8,
06/02/2020,Schoharie,Catskill/Delaware,18.26,91.2,0.1252,125.2,
06/03/2020,Schoharie,Catskill/Delaware,18.24,91.2,0.1243,124.3,
06/04/2020,Schoharie,Catskill/Delaware,18.21,91.2,0.1234,123.4,
06/05/2020,Schoharie,Catskill/Delaware,18.18,91.2,0.1235,123.5,
06/06/2020,Schoharie,Catskill/Delaware,18.12,91.2,0.1245,124.5,
06/07/2020,Schoharie,Catskill/Delaware,18.06,91.2,0.1236,123.6,
06/08/2020,Schoharie,Catskill/Delaware,18,91.2,0.1224,122.4,
06/09/2020,Schoharie,Catskill/Delaware,17.93,91.2,0.1233,123.3,
06/10/2020,Schoharie,Catskill/Delaware,17.72,91.2,0.1255,125.5,
06/11/2020,Schoharie,Catskill/Delaware,17.45,91.2,0.122,122.0,
06/12/2020,Schoharie,Catskill/Delaware,17.59,91.2,0.0799,79.9,
06/13/2020,Schoharie,Catskill/Delaware,18,91.2,0.1232,123.2,
06/14/2020,Schoharie,Catskill/Delaware,17.97,91.2,0.1231,123.1,
06/15/2020,Schoharie,Catskill/Delaware,17.88,91.2,0.1232,123.2,
06/16/2020,Schoharie,Catskill/Delaware,17.84,91.2,0.1212,121.2,
06/17/2020,Schoharie,Catskill/Delaware,17.75,91.2,0.121,121.0,
06/18/2020,Schoharie,Catskill/Delaware,17.67,91.2,0.1212,121.2,
06/19/2020,Schoharie,Catskill/Delaware,17.59,91.2,0.1217,121.7,
06/20/2020,Schoharie,Catskill/Delaware,17.51,91.2,0.1232,123.2,
06/21/2020,Schoharie,Catskill/Delaware,17.43,91.2,0.1215,121.5,
06/22/2020,Schoharie,Catskill/Delaware,17.34,91.2,0.1203,120.3,
06/23/2020,Schoharie,Catskill/Delaware,17.25,91.2,0.1211,121.1,
06/24/2020,Schoharie,Catskill/Delaware,17.16,91.2,0.1239,123.9,
06/25/2020,Schoharie,Catskill/Delaware,17.08,91.2,0.1211,121.1,
06/26/2020,Schoharie,Catskill/Delaware,16.98,91.2,0.1216,121.6,
06/27/2020,Schoharie,Catskill/Delaware,16.91,91.2,0.1233,123.3,
06/28/2020,Schoharie,Catskill/Delaware,16.86,91.2,0.1305,130.5,
06/29/2020,Schoharie,Catskill/Delaware,16.83,91.2,0.1267,126.7,
06/30/2020,Schoharie,Catskill/Delaware,16.81,91.2,0.1252,125.2,
07/01/2020,Schoharie,Catskill/Delaware,16.76,91.2,0.1236,123.6,
07/02/2020,Schoharie,Catskill/Delaware,16.69,91.2,0.122,122.0,
07/03/2020,Schoharie,Catskill/Delaware,16.64,91.2,0.1237,123.7,
07/04/2020,Schoharie,Catskill/Delaware,16.56,91.2,0.1219,121.9,
07/05/2020,Schoharie,Catskill/Delaware,16.48,91.2,0.1235,123.5,
07/06/2020,Schoharie,Catskill/Delaware,16.4,91.2,0.1233,123.3,
07/07/2020,Schoharie,Catskill/Delaware,16.31,91.2,0.1272,127.2,
07/08/2020,Schoharie,Catskill/Delaware,16.23,91.2,0.1226,122.6,
07/09/2020,Schoharie,Catskill/Delaware,16.14,91.2,0.1208,120.8,
07/10/2020,Schoharie,Catskill/Delaware,16.08,91.2,0.1228,122.8,
07/11/2020,Schoharie,Catskill/Delaware,16.09,91.2,0.1226,122.6,
07/12/2020,Schoharie,Catskill/Delaware,16.08,91.2,0.1211,121.1,
07/13/2020,Schoharie,Catskill/Delaware,16.03,91.2,0.1194,119.4,
07/14/2020,Schoharie,Catskill/Delaware,15.96,91.2,0.1223,122.3,
07/15/2020,Schoharie,Catskill/Delaware,15.89,91.2,0.1205,120.5,
07/16/2020,Schoharie,Catskill/Delaware,15.83,91.2,0.12,120.0,
07/17/2020,Schoharie,Catskill/Delaware,15.75,91.2,0.1214,121.4,
07/18/2020,Schoharie,Catskill/Delaware,15.68,91.2,0.1193,119.3,
07/19/2020,Schoharie,Catskill/Delaware,15.58,91.2,0.1192,119.2,
07/20/2020,Schoharie,Catskill/Delaware,15.47,91.2,0.1218,121.8,
07/21/2020,Schoharie,Catskill/Delaware,15.37,91.2,0.1194,119.4,
07/22/2020,Schoharie,Catskill/Delaware,15.27,91.2,0.121,121.0,
